,episode_length,ep_reward,episodes,total_step,average_return
0,20,1.0,0,20,1.0
1,20,1.0,100,2020,0.36
2,20,1.0,200,4020,0.34
3,20,0.0,300,6020,0.11
4,20,0.0,400,8020,0.3
5,20,0.0,500,10020,0.25
